673;"ЗАБАЙКАЛЬСКИЙ КРАЙ";
674;"ЗАБАЙКАЛЬСКИЙ КРАЙ";
675;"АМУРСКАЯ ОБЛАСТЬ";
676;"АМУРСКАЯ ОБЛАСТЬ";
677;"САХА (ЯКУТИЯ) РЕСПУБЛИКА";
678;"САХА (ЯКУТИЯ) РЕСПУБЛИКА";
679;;"ЕВРЕЙСКАЯ АВТОНОМНАЯ ОБЛАСТЬ"
680;"ХАБАРОВСКИЙ КРАЙ";
681;"ХАБАРОВСКИЙ КРАЙ";
682;"ХАБАРОВСКИЙ КРАЙ";
683;"КАМЧАТСКИЙ КРАЙ";
684;"КАМЧАТСКИЙ КРАЙ";
685;"МАГАДАНСКАЯ ОБЛАСТЬ";
686;"МАГАДАНСКАЯ ОБЛАСТЬ";
687;"ЗАБАЙКАЛЬСКИЙ КРАЙ";
688;"КАМЧАТСКИЙ КРАЙ";
689;;"ЧУКОТСКИЙ АВТОНОМНЫЙ ОКРУГ"
690;"ПРИМОРСКИЙ КРАЙ";
692;"ПРИМОРСКИЙ КРАЙ";
693;"САХАЛИНСКАЯ ОБЛАСТЬ";
694;"САХАЛИНСКАЯ ОБЛАСТЬ";
800;МОСКВА;
801;МОСКВА;
901;САНКТ-ПЕТЕРБУРГ;
990;САНКТ-ПЕТЕРБУРГ;
991;"СВЕРДЛОВСКАЯ ОБЛАСТЬ";
992;"САМАРСКАЯ ОБЛАСТЬ";
993;"ВОРОНЕЖСКАЯ ОБЛАСТЬ";
994;"МОСКОВСКАЯ ОБЛАСТЬ";
995;"РОСТОВСКАЯ ОБЛАСТЬ";
996;"ЧУВАШИЯ РЕСПУБЛИКА";
997;"КУРГАНСКАЯ ОБЛАСТЬ";
